NFB,FB,Ratio,Sigma,Gamma,Alpha,Delta_I,Delta_A
3.400000000000000000e+01,7.670000000000000000e+02,2.255882352941176450e+01,6.591833289408921548e-01,7.838375599964880758e-01,8.749458010034791844e-01,1.248584985600775354e+00,1.005374869634805712e+00
9.150000000000000000e+02,3.430000000000000000e+03,3.748633879781420930e+00,1.343906995528685533e+00,1.255297394026575919e+00,5.605989068939321029e-01,5.794023041263787199e-01,1.388987503008644708e+00
2.840000000000000000e+03,6.543000000000000000e+03,2.303873239436619702e+00,1.149865743141858410e+00,1.438797953673518037e+00,8.589262246180184857e-01,7.843327546873131162e-01,5.618326817547849572e-01
3.280000000000000000e+02,1.750000000000000000e+03,5.335365853658536217e+00,8.525092392318546208e-01,5.470879141653915978e-01,6.185938618979299752e-01,5.641718468027934197e-01,1.459115617350295491e+00
4.150000000000000000e+02,2.494000000000000000e+03,6.009638554216867767e+00,8.314785860452255095e-01,1.369399041189727662e+00,9.333519053474822469e-01,9.532612546542891252e-01,7.676940627689066154e-01
8.252000000000000000e+03,1.197800000000000000e+04,1.451526902569074240e+00,1.483471804756644641e+00,9.835106115491980550e-01,1.101564838890226383e+00,5.944955971368683922e-01,1.213103479338287105e+00
6.300000000000000000e+01,1.304000000000000000e+03,2.069841269841269948e+01,1.434786956237702471e+00,1.048332629309870700e+00,1.135307673325010924e+00,1.288559402915628427e+00,7.404369334411977643e-01
8.963000000000000000e+03,1.190800000000000000e+04,1.328573022425527217e+00,6.465243031892372594e-01,8.615358413491784884e-01,1.208956700107715942e+00,5.906572635359326195e-01,1.033025315296331126e+00
5.891000000000000000e+03,9.518000000000000000e+03,1.615684943133593565e+00,1.211630708642469356e+00,7.460991003555381695e-01,1.045898211870564198e+00,5.465653352449889590e-01,1.498519941869528749e+00
5.300000000000000000e+01,1.224000000000000000e+03,2.309433962264150964e+01,1.364351793738806551e+00,6.901936599414322249e-01,9.533197781421722805e-01,1.259205817906038583e+00,7.943465857905332994e-01
2.210000000000000000e+02,2.289000000000000000e+03,1.035746606334841680e+01,1.006442968110295766e+00,7.093874700956620538e-01,9.388374085522264156e-01,9.499096480044643132e-01,5.713144844191607730e-01
3.600000000000000000e+01,8.510000000000000000e+02,2.363888888888888928e+01,1.300897376227881264e+00,6.330054571850449729e-01,1.195340094805160680e+00,1.374251162412270411e+00,1.449313578794486190e+00
2.480000000000000000e+02,2.027000000000000000e+03,8.173387096774193949e+00,1.454376943153706581e+00,1.334314911394998582e+00,7.288341765378499870e-01,1.005542439702317825e+00,1.043298593746859959e+00
1.902000000000000000e+03,5.348000000000000000e+03,2.811777076761303729e+00,5.139949741319691512e-01,1.381769204512397042e+00,9.920332845673078825e-01,7.499368632546445923e-01,6.507329449197063465e-01
1.640000000000000000e+02,1.583000000000000000e+03,9.652439024390243816e+00,1.323003496586412808e+00,8.936939121927369722e-01,8.894760941875022864e-01,1.321678506977534528e+00,5.705892332836975944e-01
3.120000000000000000e+02,2.249000000000000000e+03,7.208333333333333037e+00,1.121833503422248413e+00,1.035747411869290424e+00,1.057178606762639417e+00,1.048306625901531230e+00,7.369685340562502907e-01
4.030000000000000000e+02,2.511000000000000000e+03,6.230769230769230838e+00,1.191862471941641299e+00,7.596624692704492254e-01,1.084928614835131810e+00,9.739789763176192050e-01,6.365459072041026456e-01
2.440000000000000000e+02,1.896000000000000000e+03,7.770491803278688714e+00,1.473624872304101219e+00,9.554389965139252761e-01,6.518023079161492372e-01,1.014231632153676177e+00,9.823995502968082549e-01
2.100000000000000000e+01,7.160000000000000000e+02,3.409523809523809490e+01,8.656185581966520104e-01,6.265715726567518962e-01,9.941400771769308697e-01,1.286899982670014708e+00,1.319560666486734535e+00
4.240000000000000000e+02,2.216000000000000000e+03,5.226415094339622591e+00,1.179679388458738432e+00,6.369922477503462410e-01,6.825460562848182366e-01,6.445571386038798645e-01,1.433130892700639869e+00
1.211000000000000000e+04,1.426800000000000000e+04,1.178199834847233785e+00,1.383711202749583036e+00,1.002694789260267783e+00,1.218237048543078016e+00,5.531856499771438118e-01,1.070324860042301207e+00
2.270000000000000000e+02,1.618000000000000000e+03,7.127753303964757592e+00,7.862977902516929962e-01,7.023002921624532657e-01,6.229020578272723707e-01,6.271833787829230733e-01,1.389921603390029237e+00
1.280000000000000000e+02,1.168000000000000000e+03,9.125000000000000000e+00,8.919342161669797653e-01,9.153110410120537388e-01,6.678106807225205888e-01,9.205334056485847682e-01,1.007345274723448370e+00
6.900000000000000000e+01,1.392000000000000000e+03,2.017391304347826164e+01,1.256391254891138232e+00,8.666515610881355691e-01,7.403899239784202946e-01,1.146991563782860268e+00,8.096619502233979304e-01
5.320000000000000000e+02,3.217000000000000000e+03,6.046992481203007586e+00,1.267458582767067243e+00,8.090796687782676466e-01,9.793274388752030157e-01,8.814921919934629591e-01,7.407001904363779143e-01
3.600000000000000000e+01,9.330000000000000000e+02,2.591666666666666785e+01,1.304193591990057133e+00,1.140565256503411895e+00,8.581311199116538058e-01,1.397257519827859618e+00,1.059973521178156464e+00
3.030000000000000000e+02,2.152000000000000000e+03,7.102310231023102105e+00,9.851407008617418803e-01,7.334203180649827569e-01,8.748345237505819050e-01,8.165811723058884475e-01,1.226467603095029002e+00
1.310000000000000000e+02,1.407000000000000000e+03,1.074045801526717625e+01,1.293511116203051703e+00,8.326248625923419189e-01,1.044358051961956857e+00,1.127448804545345240e+00,1.333787221866623351e+00
1.956000000000000000e+03,4.993000000000000000e+03,2.552658486707566343e+00,1.158409557239897358e+00,1.445509560102729907e+00,6.057456078579106507e-01,7.069901849444223396e-01,6.825301916653524481e-01
1.500000000000000000e+01,4.780000000000000000e+02,3.186666666666666714e+01,6.324520652511164132e-01,1.195171985791991132e+00,5.139521437293597117e-01,1.292655733790792461e+00,1.087399934740681307e+00
2.740000000000000000e+02,1.971000000000000000e+03,7.193430656934306278e+00,7.963624811061702502e-01,9.184192005976564710e-01,7.772238793888417430e-01,8.473617906864947535e-01,6.927515618883831605e-01
5.269000000000000000e+03,9.209000000000000000e+03,1.747769975327386538e+00,1.487624434560822273e+00,1.431258402777975114e+00,6.779779073496343678e-01,6.050050292447950451e-01,8.299051819513777462e-01
2.300000000000000000e+01,8.100000000000000000e+02,3.521739130434782794e+01,1.102261496083641212e+00,1.436859014396106193e+00,1.073218629565692250e+00,1.457284395050259196e+00,1.265704137089439962e+00
6.500000000000000000e+01,9.860000000000000000e+02,1.516923076923076863e+01,8.335896173336019288e-01,7.729103671577874923e-01,5.962999684296462766e-01,8.834558134019743214e-01,1.043990588747549797e+00
3.658000000000000000e+03,8.674000000000000000e+03,2.371241115363586616e+00,1.422626391653561750e+00,6.532866796584320124e-01,9.003022987542713684e-01,5.255709279074796125e-01,9.320926468793153674e-01
1.487000000000000000e+03,5.943000000000000000e+03,3.996637525218560860e+00,1.308040859840828851e+00,1.064225995783803391e+00,1.212683908621968509e+00,8.497384902659479433e-01,5.032803969126437016e-01
5.328000000000000000e+03,9.444000000000000000e+03,1.772522522522522515e+00,6.376818623451947499e-01,7.833224226575591365e-01,9.818739430660731182e-01,5.164487208994633649e-01,1.151725142039599525e+00
5.620000000000000000e+02,3.327000000000000000e+03,5.919928825622776003e+00,1.455457208562273674e+00,5.949017894994311773e-01,5.778957362176520007e-01,5.167280016170602286e-01,1.229654475950189951e+00
3.860000000000000000e+02,2.177000000000000000e+03,5.639896373056994427e+00,1.486087425065576895e+00,6.702985338574680707e-01,5.793922252398338024e-01,8.926224602818561005e-01,8.131740812200425328e-01
3.584000000000000000e+03,6.785000000000000000e+03,1.893136160714285809e+00,8.335228660835644066e-01,8.103200569720647728e-01,7.377178353862043902e-01,5.163816690729909897e-01,5.444612430998508890e-01
9.430000000000000000e+02,4.106000000000000000e+03,4.354188759278897258e+00,8.074988666842977114e-01,1.384774320698739292e+00,1.032450919358153696e+00,8.310249662508110147e-01,1.348481835329057521e+00
1.919000000000000000e+03,5.076000000000000000e+03,2.645127670661802988e+00,6.345309927107756209e-01,1.176085117469999997e+00,7.095279834654942830e-01,5.523866064911323592e-01,7.640076203182404324e-01
6.400000000000000000e+01,9.290000000000000000e+02,1.451562500000000000e+01,7.059155012379341176e-01,6.701366397452230839e-01,7.318456185424798699e-01,1.063520810497427860e+00,7.270019000513961993e-01
3.900000000000000000e+01,8.990000000000000000e+02,2.305128205128205110e+01,6.348485104913916821e-01,5.550576981702549650e-01,9.896779467444043465e-01,1.144091597827367357e+00,1.227165119918956604e+00
3.100000000000000000e+01,1.029000000000000000e+03,3.319354838709677580e+01,1.401307701271838235e+00,1.052883828189692395e+00,6.623369932647078517e-01,1.329906672173596593e+00,1.015371481424161892e+00
3.000000000000000000e+01,7.770000000000000000e+02,2.589999999999999858e+01,5.336044448917484084e-01,1.310198120499928454e+00,1.143769511793004012e+00,1.492108574824382750e+00,7.188808783020316229e-01
1.370000000000000000e+02,1.274000000000000000e+03,9.299270072992701586e+00,1.220687336017729052e+00,7.483458725175253790e-01,1.209065816819535399e+00,1.197531801863728207e+00,7.812985410927972829e-01
2.600000000000000000e+01,6.960000000000000000e+02,2.676923076923077005e+01,1.135092111304842000e+00,6.917713178231321702e-01,1.085278934404716455e+00,1.478883259675553230e+00,1.379439834683413357e+00
3.600000000000000000e+02,2.666000000000000000e+03,7.405555555555555891e+00,1.404517570475759758e+00,1.062495897980515025e+00,1.235432252272677278e+00,1.030147821002023178e+00,9.676113457335138168e-01
3.200000000000000000e+01,6.300000000000000000e+02,1.968750000000000000e+01,5.059590637346438324e-01,6.902371404533729216e-01,5.271466004692543228e-01,1.069545502070747833e+00,6.958507376145288692e-01
1.630000000000000000e+02,1.644000000000000000e+03,1.008588957055214763e+01,1.242285540796604248e+00,7.753216475561278687e-01,1.234509356377455624e+00,1.128441481380269451e+00,1.041160060187729997e+00
4.300000000000000000e+01,1.018000000000000000e+03,2.367441860465116221e+01,1.338241644683151321e+00,1.441095853506385582e+00,1.087456981422608049e+00,1.484380634801740761e+00,7.439203293839619091e-01
1.099600000000000000e+04,1.388100000000000000e+04,1.262368133866860642e+00,1.475605431788119315e+00,1.022682112192650816e+00,1.213186427443877946e+00,5.926106036917074826e-01,5.028125218486620973e-01
4.100000000000000000e+01,7.240000000000000000e+02,1.765853658536585513e+01,1.390069505542607775e+00,5.873365418337660460e-01,8.708742876845492198e-01,1.367095661218753255e+00,1.332972555257450953e+00
2.770000000000000000e+02,2.439000000000000000e+03,8.805054151624549519e+00,1.407749990106245797e+00,6.079009188072118652e-01,5.017223441273450657e-01,1.132380934309562104e+00,5.453100767424730044e-01
2.800000000000000000e+01,5.950000000000000000e+02,2.125000000000000000e+01,6.792371224483761960e-01,1.218410145217861285e+00,5.738706906846313682e-01,1.156094433251054765e+00,1.135455055156024518e+00
3.200000000000000000e+01,8.140000000000000000e+02,2.543750000000000000e+01,1.094628920778248471e+00,1.376213450332311350e+00,6.922171658109086412e-01,1.225502588819310512e+00,1.254132151608225776e+00
2.500000000000000000e+01,7.110000000000000000e+02,2.844000000000000128e+01,1.184924532078429182e+00,1.450076994948110487e+00,8.138310566220189335e-01,1.453376782288314573e+00,1.185552789329178847e+00
6.100000000000000000e+01,7.380000000000000000e+02,1.209836065573770547e+01,7.186473538654946092e-01,7.025513862874936954e-01,8.479221719429104187e-01,1.243244367793510552e+00,1.151905204215857292e+00
7.200000000000000000e+01,9.250000000000000000e+02,1.284722222222222143e+01,7.649639998811864627e-01,5.206608303130630944e-01,5.942916050095329306e-01,1.078153776614224402e+00,5.530135066128127885e-01
1.580000000000000000e+02,1.657000000000000000e+03,1.048734177215189867e+01,5.619383271718760842e-01,5.859835966757520609e-01,8.350292243429754402e-01,8.024560524882158319e-01,9.414691573310800532e-01
3.510000000000000000e+02,2.696000000000000000e+03,7.680911680911680861e+00,1.214350868440559950e+00,9.172469858623218952e-01,9.680462625604114857e-01,8.932520482269996620e-01,1.103353543742206400e+00
1.910000000000000000e+03,4.825000000000000000e+03,2.526178010471204161e+00,7.469350261431545457e-01,1.370176254321805454e+00,7.502733562672427858e-01,5.779799819084053825e-01,1.357278338491253677e+00
3.000000000000000000e+01,9.000000000000000000e+02,3.000000000000000000e+01,1.323466832030614437e+00,1.481704308624149480e+00,8.388750775588299513e-01,1.489669830182522858e+00,9.510856133977315663e-01
6.300000000000000000e+01,1.417000000000000000e+03,2.249206349206349032e+01,1.331889772686762896e+00,1.141967743932902568e+00,6.223223956376424670e-01,9.673784137407877015e-01,1.239402855940959558e+00
7.700000000000000000e+01,1.266000000000000000e+03,1.644155844155844193e+01,1.469394309603490267e+00,9.953245028529281724e-01,1.228807803799297105e+00,1.277896597832811176e+00,6.230840008343533354e-01
6.049000000000000000e+03,1.035100000000000000e+04,1.711191932550834904e+00,1.001451384381871756e+00,8.928175686819448398e-01,1.099739949165721820e+00,6.059365032439814058e-01,9.024825342369731107e-01
5.700000000000000000e+01,1.289000000000000000e+03,2.261403508771929793e+01,1.280548548816671683e+00,7.389785693223401841e-01,8.874958439273337163e-01,1.428420859061181769e+00,5.787154228417047408e-01
2.200000000000000000e+01,7.450000000000000000e+02,3.386363636363636687e+01,7.733619640988955712e-01,1.462780749776523725e+00,8.668865041607156652e-01,1.310340462568317932e+00,1.476711411914008565e+00
1.866000000000000000e+03,6.030000000000000000e+03,3.231511254019292512e+00,1.093400611441649239e+00,1.419953855106535157e+00,9.655297418454104053e-01,8.192025976794030662e-01,5.971215076552882639e-01
2.970000000000000000e+02,1.911000000000000000e+03,6.434343434343434254e+00,6.116589965461507461e-01,1.021678764423532781e+00,7.897034632704741375e-01,7.437630587913721669e-01,1.352312571376131034e+00
3.300000000000000000e+01,7.590000000000000000e+02,2.300000000000000000e+01,5.107105049560184407e-01,1.274761287574906810e+00,6.440446270125999018e-01,9.890529486983850038e-01,1.126888928558020364e+00
3.300000000000000000e+01,7.120000000000000000e+02,2.157575757575757436e+01,9.491654694318085728e-01,1.250667846012467610e+00,8.451151065987295707e-01,1.478030660025777987e+00,9.247311362649526245e-01
6.920000000000000000e+02,3.462000000000000000e+03,5.002890173410404984e+00,1.232139286242535769e+00,9.244045210396928391e-01,9.739406593340644847e-01,9.339227133653336121e-01,5.432352196360853425e-01
1.540000000000000000e+02,1.462000000000000000e+03,9.493506493506494337e+00,9.009442344705368422e-01,8.964960555586251045e-01,5.825964916351491496e-01,7.422403918226938568e-01,1.129010702012447798e+00
3.200000000000000000e+01,9.320000000000000000e+02,2.912500000000000000e+01,7.716795958356971186e-01,1.109061177147293575e+00,1.216970429115374674e+00,1.429717314492722879e+00,5.465240451234200103e-01
4.900000000000000000e+01,8.820000000000000000e+02,1.800000000000000000e+01,1.030717973529877263e+00,8.529895686748740768e-01,1.021859957384078310e+00,1.319992556348176915e+00,1.058732187449548112e+00
3.360000000000000000e+02,2.557000000000000000e+03,7.610119047619047450e+00,1.474244689301639433e+00,1.492689543369857486e+00,1.018117135449645660e+00,1.097425904308664713e+00,7.618278875389697946e-01
3.200000000000000000e+01,8.780000000000000000e+02,2.743750000000000000e+01,9.641910572424560177e-01,9.987267023635704177e-01,1.065507299136480457e+00,1.375033757229353615e+00,9.678300136219268879e-01
3.491000000000000000e+03,7.468000000000000000e+03,2.139215124606129947e+00,1.449282166678761197e+00,1.163145592627779834e+00,5.637135707142792995e-01,7.373770640029274626e-01,5.657881800636025416e-01
3.900000000000000000e+01,7.210000000000000000e+02,1.848717948717948545e+01,8.449499026311056982e-01,6.865056048170832259e-01,6.768908597767387958e-01,1.075067139165611696e+00,1.222741898456017218e+00
9.280000000000000000e+02,4.958000000000000000e+03,5.342672413793103203e+00,7.953111402317351031e-01,8.302573265626976839e-01,1.144789993153810581e+00,7.810741050198678481e-01,1.412225782913344219e+00
9.700000000000000000e+01,1.540000000000000000e+03,1.587628865979381487e+01,9.735907623665938093e-01,9.096719275611157007e-01,5.906831250445014891e-01,1.148399423570809930e+00,5.483614180459446263e-01
1.062000000000000000e+03,4.971000000000000000e+03,4.680790960451977512e+00,1.457834777534520843e+00,7.033121243180256998e-01,1.079450077144678222e+00,7.379060025757691044e-01,1.401884819301510987e+00
1.177600000000000000e+04,1.416400000000000000e+04,1.202785326086956541e+00,1.487663008756014094e+00,1.097818952597077402e+00,1.229268512862303320e+00,5.918968307149250485e-01,1.005978055655021741e+00
3.600000000000000000e+01,7.070000000000000000e+02,1.963888888888888928e+01,8.572175480618152710e-01,1.208129938431569794e+00,5.489056424200053907e-01,1.024225917714808531e+00,1.244364521663714918e+00
2.000000000000000000e+01,7.290000000000000000e+02,3.645000000000000284e+01,7.584560115778616884e-01,1.040871082794599278e+00,1.120042553361248805e+00,1.458649645977835752e+00,1.415106331185796540e+00
3.380000000000000000e+02,2.040000000000000000e+03,6.035502958579881394e+00,1.034977991315723322e+00,9.941402217329801116e-01,5.785926630461940556e-01,6.664391289828708320e-01,1.073249984459292428e+00
1.290000000000000000e+02,2.128000000000000000e+03,1.649612403100775282e+01,1.086815192100661909e+00,1.090653919832190066e+00,5.836041423274311857e-01,1.059152548172248132e+00,5.814492736665134442e-01
6.100000000000000000e+01,9.270000000000000000e+02,1.519672131147540917e+01,1.383164338129140525e+00,8.159504364765317597e-01,7.456552624382433159e-01,1.366540140066700104e+00,9.542225616215299633e-01
1.990000000000000000e+02,1.653000000000000000e+03,8.306532663316582799e+00,1.343498727835482631e+00,5.610990330495181366e-01,7.710180245520013020e-01,8.291235631222785285e-01,1.147871906542333509e+00
1.293000000000000000e+03,5.038000000000000000e+03,3.896365042536736212e+00,8.301272803398968003e-01,1.063154213158383543e+00,1.022186373703253048e+00,7.492117744489953379e-01,1.468714085830730820e+00
1.920000000000000000e+02,1.554000000000000000e+03,8.093750000000000000e+00,5.093586396370095581e-01,8.782351794703566750e-01,7.315067190377231299e-01,7.149855022631257384e-01,1.386890286117737681e+00
7.770000000000000000e+02,4.031000000000000000e+03,5.187902187902188267e+00,1.250343857223779276e+00,1.366655948184599012e+00,6.129838970190649716e-01,5.726644204779032243e-01,1.449390757565066412e+00
3.073000000000000000e+03,6.945000000000000000e+03,2.260006508298080252e+00,1.194027480966148191e+00,1.087926338504301871e+00,9.099735766592355057e-01,6.954265735497064949e-01,7.772865368994718027e-01
3.700000000000000000e+01,9.100000000000000000e+02,2.459459459459459296e+01,9.437542984804825341e-01,1.081972357002885854e+00,1.167030049959124405e+00,1.416569895470691343e+00,1.412295774436468809e+00
6.000000000000000000e+01,1.118000000000000000e+03,1.863333333333333286e+01,1.281425031295009731e+00,1.301975684700053648e+00,9.746338419277825738e-01,1.202204407552947663e+00,1.498182644339832281e+00
5.700000000000000000e+01,8.900000000000000000e+02,1.561403508771929793e+01,7.754772124413255030e-01,1.047680926587277295e+00,8.158262048756614870e-01,1.115996653646466497e+00,1.354162297399322146e+00
5.300000000000000000e+01,8.860000000000000000e+02,1.671698113207547109e+01,1.389476860059950525e+00,1.385786193661528332e+00,8.508382375056866564e-01,1.354556678129643643e+00,1.247716619976306340e+00
4.800000000000000000e+01,8.970000000000000000e+02,1.868750000000000000e+01,7.304325995715397202e-01,6.001974356454921056e-01,9.390608717100166203e-01,1.233242628619602765e+00,6.666136584934468923e-01
3.000000000000000000e+01,7.460000000000000000e+02,2.486666666666666714e+01,1.140538768736706343e+00,6.403840530826727662e-01,1.110150467532473595e+00,1.462209982604879777e+00,1.103207368073210626e+00
7.200000000000000000e+01,1.295000000000000000e+03,1.798611111111111072e+01,5.166973100658119877e-01,8.069229481579792695e-01,9.937502549910964822e-01,1.048813302664669767e+00,8.587607325855168838e-01
5.220000000000000000e+02,2.756000000000000000e+03,5.279693486590038454e+00,7.136544346778979087e-01,7.695304547392197714e-01,1.048613544590043301e+00,8.430566181581966578e-01,1.422815874515766410e+00
2.500000000000000000e+01,4.680000000000000000e+02,1.871999999999999886e+01,6.331808029693062334e-01,7.586941033656935396e-01,6.704882126767892636e-01,1.485649617698642899e+00,1.229996176768743288e+00
6.010000000000000000e+02,2.436000000000000000e+03,4.053244592346089803e+00,6.598555224148122678e-01,7.719061223361179946e-01,6.239084216368970814e-01,5.363167306000885537e-01,1.123628881996539652e+00
2.780000000000000000e+03,6.860000000000000000e+03,2.467625899280575741e+00,1.221462448841416970e+00,1.298650384601035324e+00,9.968965689162045951e-01,8.062864140361529763e-01,5.653568426138018133e-01
8.400000000000000000e+01,1.213000000000000000e+03,1.444047619047618980e+01,1.329936475919729189e+00,5.478256713385786236e-01,8.914392645323727660e-01,1.211615975192553929e+00,6.625978663902025723e-01
1.439000000000000000e+03,4.127000000000000000e+03,2.867963863794301460e+00,6.863549198496784465e-01,7.531142670648045545e-01,9.509203513167149291e-01,7.174079829733177593e-01,7.099729454095664583e-01
1.043000000000000000e+03,4.014000000000000000e+03,3.848513902205177306e+00,1.240898017142354703e+00,1.099304582922596030e+00,5.184354968497080218e-01,7.668154603286658766e-01,6.153569939838534619e-01
6.710000000000000000e+02,3.416000000000000000e+03,5.090909090909090828e+00,1.307521998626673287e+00,1.467338863291051787e+00,7.885625887081350038e-01,8.658913349628387657e-01,8.962260139499440559e-01
2.200000000000000000e+01,6.900000000000000000e+02,3.136363636363636331e+01,1.283925607413352710e+00,6.624187164222145041e-01,1.031916943605547754e+00,1.444279617694750772e+00,1.426493100046589912e+00
2.600000000000000000e+01,6.900000000000000000e+02,2.653846153846154010e+01,6.935021405986879772e-01,1.394145103414508258e+00,8.400502124583707486e-01,1.396595696706122602e+00,1.177082050388849055e+00
3.491000000000000000e+03,8.232000000000000000e+03,2.358063592093956107e+00,1.468544880377308903e+00,1.178614128148615769e+00,7.306309293775308245e-01,6.619448127975512408e-01,6.982576583730094599e-01
6.080000000000000000e+02,3.529000000000000000e+03,5.804276315789473450e+00,8.587448598759559459e-01,9.150047831395855535e-01,1.246549719596104389e+00,9.536852767472092651e-01,8.875478209619769299e-01
5.575000000000000000e+03,8.849000000000000000e+03,1.587264573991031380e+00,1.450483593821910944e+00,1.337080419811207843e+00,7.429364599829145765e-01,5.099145098178919921e-01,1.471058361325949804e+00
1.420000000000000000e+02,1.496000000000000000e+03,1.053521126760563398e+01,5.705853229090538381e-01,1.196900173664226852e+00,1.033259181815045169e+00,1.114574676412742438e+00,6.766178479762239295e-01
1.274000000000000000e+03,4.486000000000000000e+03,3.521193092621663912e+00,7.535630171953312528e-01,1.109726237926609960e+00,8.736823026437707806e-01,6.735413032948510681e-01,1.241731620793627311e+00
5.450000000000000000e+02,3.271000000000000000e+03,6.001834862385321046e+00,6.505823669402169829e-01,6.850049681487975217e-01,1.213477537755282221e+00,8.955043499273585006e-01,9.770722393165552910e-01
8.300000000000000000e+01,1.166000000000000000e+03,1.404819277108433795e+01,1.366539657508006655e+00,7.459052712929369333e-01,6.088613410041113783e-01,1.082077230976085547e+00,1.055709025912995980e+00
6.200000000000000000e+01,8.350000000000000000e+02,1.346774193548387011e+01,6.208525417077197517e-01,5.897026613871111378e-01,7.711499506131547221e-01,9.789438839708606288e-01,1.354340464787897380e+00
4.545000000000000000e+03,8.871000000000000000e+03,1.951815181518151920e+00,1.024370495655777757e+00,1.260104572410259083e+00,9.904034222483767413e-01,6.352302432508168950e-01,1.049413119067670985e+00
3.010000000000000000e+03,6.999000000000000000e+03,2.325249169435215979e+00,9.357903829453895206e-01,1.472631486530615597e+00,7.619495287803709216e-01,5.533774389523812287e-01,1.175330726443573948e+00
3.300000000000000000e+01,6.260000000000000000e+02,1.896969696969696884e+01,5.762971419852095378e-01,1.210105046193661771e+00,5.101941626695669640e-01,1.034950421477799809e+00,8.520074186976238639e-01
3.640000000000000000e+02,2.589000000000000000e+03,7.112637362637362237e+00,1.325892458074198643e+00,1.449556553244770729e+00,7.193024969085228815e-01,7.701782334145235165e-01,1.413536760763481670e+00
4.090000000000000000e+02,2.369000000000000000e+03,5.792176039119804720e+00,1.397914259475888876e+00,5.224760987361976028e-01,1.222374833094808988e+00,9.198425603826891894e-01,6.512040607691846894e-01
7.636000000000000000e+03,1.128700000000000000e+04,1.478129910948140280e+00,1.487133240895139874e+00,8.308101978057897963e-01,1.232915045605955662e+00,6.213695030448749268e-01,1.128700326087489270e+00
2.400000000000000000e+01,7.890000000000000000e+02,3.287500000000000000e+01,1.127304848190717523e+00,1.181327167369061737e+00,9.112840810262164970e-01,1.360975674397366220e+00,1.315698579616414676e+00
6.300000000000000000e+01,1.019000000000000000e+03,1.617460317460317398e+01,7.583797859632961380e-01,9.708869625457428043e-01,8.664164241521266074e-01,1.053369916814764995e+00,1.365113200950270000e+00
3.360000000000000000e+03,7.921000000000000000e+03,2.357440476190476364e+00,1.211482112414481005e+00,1.487844952798206499e+00,8.867916037188676714e-01,6.329374524155317872e-01,1.292353131905801256e+00
2.800000000000000000e+01,5.470000000000000000e+02,1.953571428571428470e+01,6.405200772635116779e-01,8.438521176610118690e-01,6.598223449622759862e-01,1.291490235459733515e+00,1.085455912235770315e+00
3.060000000000000000e+02,2.014000000000000000e+03,6.581699346405228468e+00,9.290496990276182476e-01,8.942610379440475432e-01,9.712004320513937250e-01,9.662461827748964893e-01,8.082938259189512697e-01
2.362000000000000000e+03,6.857000000000000000e+03,2.903048264182895633e+00,1.042196679634826761e+00,1.009261534173013342e+00,5.271273698348486469e-01,5.416198423264189099e-01,5.137771115633092966e-01
3.400000000000000000e+01,1.037000000000000000e+03,3.050000000000000000e+01,1.313785372042457933e+00,9.535232343432529234e-01,7.443992372762739951e-01,1.455823724454051948e+00,8.098123471375020532e-01
8.400000000000000000e+01,1.374000000000000000e+03,1.635714285714285765e+01,1.014571661380618606e+00,1.262397084119773139e+00,1.015187472387498735e+00,1.183609483364155945e+00,1.179064976637876239e+00
3.450000000000000000e+02,2.340000000000000000e+03,6.782608695652173836e+00,5.042464567865305725e-01,1.250314873468493237e+00,1.224359816977381277e+00,1.069466400940461082e+00,1.194508337394065034e+00
1.200000000000000000e+02,1.295000000000000000e+03,1.079166666666666607e+01,1.152410450847126899e+00,5.639362916122621083e-01,1.016886252843873795e+00,1.027666628130090576e+00,1.389316165621719001e+00
2.360000000000000000e+02,1.804000000000000000e+03,7.644067796610169552e+00,1.175414359685512888e+00,9.426419332676339025e-01,7.441932144756545631e-01,9.279705135805822458e-01,1.022924745147368641e+00
1.668000000000000000e+03,5.234000000000000000e+03,3.137889688249400511e+00,9.987176257152016179e-01,1.450670472962058088e+00,6.023067932454270190e-01,5.771336782761172790e-01,8.104089526877598093e-01
5.200000000000000000e+01,7.490000000000000000e+02,1.440384615384615330e+01,8.005089042062414340e-01,1.201116444987857967e+00,6.328991063396494088e-01,1.134494176929850662e+00,1.080689213447449726e+00
4.000000000000000000e+01,7.990000000000000000e+02,1.997500000000000142e+01,1.227259780354856833e+00,1.287523692231100192e+00,1.116072759445136509e+00,1.477474265210344306e+00,1.386266864393710829e+00
2.030000000000000000e+02,2.302000000000000000e+03,1.133990147783251246e+01,8.823188737493102840e-01,1.135156555108592258e+00,1.001897099146571435e+00,9.552457960659112013e-01,1.484216788991096436e+00
2.300000000000000000e+01,6.280000000000000000e+02,2.730434782608695699e+01,8.723048054461897127e-01,1.060040360690714056e+00,6.956815796346034197e-01,1.490136757971550319e+00,9.617413822462516082e-01
4.150000000000000000e+02,3.155000000000000000e+03,7.602409638554217253e+00,6.148748232841262373e-01,1.240410085078015534e+00,1.235118714670694118e+00,1.021116124592757135e+00,1.336933217330010137e+00
1.368000000000000000e+03,4.855000000000000000e+03,3.548976608187134563e+00,8.367758907237284882e-01,1.066177047890021434e+00,1.141706606528759105e+00,8.522568767254320443e-01,7.117315377503333762e-01
2.700000000000000000e+01,7.410000000000000000e+02,2.744444444444444287e+01,1.374949471992198191e+00,6.584909361729691657e-01,7.593016000726343639e-01,1.348996703332341340e+00,1.281198193940975560e+00
